category,Median Home Price (NSA),CPI-Adjusted Price
Fri Jan 15 2010,180249.85,262583.31
Mon Feb 15 2010,179807.73,261873.98
Mon Mar 15 2010,180307.52,261527.97
Thu Apr 15 2010,182056.77,263607.32
Sat May 15 2010,183613.8,265655.87
Tue Jun 15 2010,182691.12,264579.22
Thu Jul 15 2010,181547.37,262867.33
Sun Aug 15 2010,180807.31,261434.82
Wed Sep 15 2010,178279.54,257629.97
Fri Oct 15 2010,177962.37,256851.8
Mon Nov 15 2010,176703.29,254927.34
Wed Dec 15 2010,173973.69,250558.82
Sat Jan 15 2011,171878.43,246367.69
Tue Feb 15 2011,170523.24,243225.75
Tue Mar 15 2011,169581.34,239546.44
Fri Apr 15 2011,171484.37,240684.74
Sun May 15 2011,172743.45,241316.71
Wed Jun 15 2011,174204.36,243618.46
Fri Jul 15 2011,174550.37,243886.24
Mon Aug 15 2011,173416.23,241635.26
Thu Sep 15 2011,173579.63,241496.24
Sat Oct 15 2011,171964.93,239744.27
Tue Nov 15 2011,172089.88,240121.03
Thu Dec 15 2011,171128.75,239370.35
Sun Jan 15 2012,169350.67,235845.45
Wed Feb 15 2012,169917.73,235597.84
Thu Mar 15 2012,172474.33,237340.17
Sun Apr 15 2012,174886.76,239935.04
Tue May 15 2012,177645.2,244005.81
Fri Jun 15 2012,179538.62,246968.68
Sun Jul 15 2012,179903.85,247875.07
Wed Aug 15 2012,180288.3,247030.01
Sat Sep 15 2012,180076.85,245644.16
Mon Oct 15 2012,180038.4,245687.27
Thu Nov 15 2012,180278.69,247186.37
Sat Dec 15 2012,179740.45,247113.86
Tue Jan 15 2013,179865.4,246556.5
Fri Feb 15 2013,181172.53,246330.84
Fri Mar 15 2013,184449.98,250133.04
Mon Apr 15 2013,186872.02,253681.31
Wed May 15 2013,190245.58,257801.97
Sat Jun 15 2013,192696.45,260498.03
Mon Jul 15 2013,193676.8,261720.21
Thu Aug 15 2013,193225.07,260796.05
Sun Sep 15 2013,193148.18,260389.44
Tue Oct 15 2013,192658.01,260399.23
Fri Nov 15 2013,192004.44,260046.98
Sun Dec 15 2013,191783.38,259769.87
Wed Jan 15 2014,191370.1,258249.33
Sat Feb 15 2014,192369.67,258641.8
Sat Mar 15 2014,194695.6,260094
Tue Apr 15 2014,196810.08,262054.81
Thu May 15 2014,199107.17,264190.69
Sun Jun 15 2014,201385.05,266716.5
Tue Jul 15 2014,202077.06,267737.47
Fri Aug 15 2014,201702.22,267688.01
Mon Sep 15 2014,200808.37,266301.34
Wed Oct 15 2014,200760.31,266908.15
Sat Nov 15 2014,201019.82,268704.01
Mon Dec 15 2014,200942.93,270132.91
Thu Jan 15 2015,200106.75,270280.72
Sun Feb 15 2015,201990.56,271645.39
Sun Mar 15 2015,204556.77,273468.92
Wed Apr 15 2015,206757.75,275850.61
Fri May 15 2015,209833.36,278534.25
Mon Jun 15 2015,211813.28,280180.97
Wed Jul 15 2015,212572.57,281166.49
Sat Aug 15 2015,211890.17,280661.38
Tue Sep 15 2015,211697.94,280843.97
Thu Oct 15 2015,211765.22,281059.61
Sun Nov 15 2015,211947.84,281896.99
Tue Dec 15 2015,211649.89,282465.92
Fri Jan 15 2016,211573,281897.29
Mon Feb 15 2016,212255.4,282573.94
Tue Mar 15 2016,215859.63,286140.1
Fri Apr 15 2016,218368.17,288099.48
Sun May 15 2016,221155.44,290601.1
Wed Jun 15 2016,223356.42,292532.43
Fri Jul 15 2016,224279.1,294216.96
Mon Aug 15 2016,224211.82,293858.81
Thu Sep 15 2016,224211.82,293154.07
Sat Oct 15 2016,224259.88,292851.79
Tue Nov 15 2016,224394.44,293484.01
Thu Dec 15 2016,224480.94,293501.07
Sun Jan 15 2017,223740.87,290838.53
Wed Feb 15 2017,225691.96,292454.64
Wed Mar 15 2017,229113.57,296647.29
Sat Apr 15 2017,232237.24,299802.62
Mon May 15 2017,235072.56,303203.67
Thu Jun 15 2017,236783.37,305133.54
Sat Jul 15 2017,237802.17,306658
Tue Aug 15 2017,238321.17,306409.74
Fri Sep 15 2017,238167.39,304599.2
Sun Oct 15 2017,237936.72,304496.65
Wed Nov 15 2017,238705.63,305473.22
Fri Dec 15 2017,238369.23,305222.15
Mon Jan 15 2018,239253.47,304694.48
Thu Feb 15 2018,241877.35,306645.51
Thu Mar 15 2018,244799.17,309649.56
Sun Apr 15 2018,246865.6,311027.05
Tue May 15 2018,249748.98,313356.61
Fri Jun 15 2018,251450.18,314989.03
Sun Jul 15 2018,252199.86,315906.83
Wed Aug 15 2018,252526.64,316140.53
Sat Sep 15 2018,251728.9,314776.05
Mon Oct 15 2018,251430.95,313848.98
Thu Nov 15 2018,251930.74,315529.66
Sat Dec 15 2018,251200.28,315622.89
Tue Jan 15 2019,251882.68,315878.04
Fri Feb 15 2019,253631.94,316732.89
Fri Mar 15 2019,256592.21,318632.12
Mon Apr 15 2019,259341.03,320349.32
Wed May 15 2019,262176.36,323163.7
Sat Jun 15 2019,263608.44,324864.21
Mon Jul 15 2019,264338.9,325220.99
Thu Aug 15 2019,264367.73,325272.94
Sun Sep 15 2019,264800.24,325550.04
Tue Oct 15 2019,264877.13,324901.78
Fri Nov 15 2019,265338.47,325642.29
Sun Dec 15 2019,265876.7,326599.98
Wed Jan 15 2020,266876.27,326560.86
Sat Feb 15 2020,270105.66,329609.14
Sun Mar 15 2020,272806.43,333631.01
Wed Apr 15 2020,275026.63,338610.49
Fri May 15 2020,275718.65,339455.88
Mon Jun 15 2020,279072.98,341715.74
Wed Jul 15 2020,282619.54,344316.75
Sat Aug 15 2020,286281.44,347681.75
Tue Sep 15 2020,289779.94,351441.12
Thu Oct 15 2020,292922.83,355105.43
Sun Nov 15 2020,294931.58,357759.06
Tue Dec 15 2020,297026.84,359961.76
Fri Jan 15 2021,299833.33,361823.78
Mon Feb 15 2021,304206.47,365102.36
Mon Mar 15 2021,311299.59,370987.57
Thu Apr 15 2021,318402.32,376358.9
Sat May 15 2021,325514.66,381705.68
Tue Jun 15 2021,331858.1,385562.01
Thu Jul 15 2021,336269.68,388817.09
Sun Aug 15 2021,338537.94,390632.79
Wed Sep 15 2021,340873.48,392262.35
Fri Oct 15 2021,343699.19,392255.16
Mon Nov 15 2021,346592.19,393622.83
Wed Dec 15 2021,349389.07,395583.79
Sat Jan 15 2022,353714.14,397138.95
Tue Feb 15 2022,361278.22,401960.16
Tue Mar 15 2022,368813.46,404937.43
Fri Apr 15 2022,376771.59,411378.5
Sun May 15 2022,382480.69,413058.63
Wed Jun 15 2022,383730.15,408792.77
Fri Jul 15 2022,381000.55,405932.84
Mon Aug 15 2022,377473.21,402317.25
Thu Sep 15 2022,377175.26,401136.93
Sat Oct 15 2022,375916.19,398182.65
Tue Nov 15 2022,374013.16,396567.44
Thu Dec 15 2022,372042.84,395693.12
Sun Jan 15 2023,372033.23,392544.36
Wed Feb 15 2023,377415.55,396012.84
Wed Mar 15 2023,382509.52,400033.41
Sat Apr 15 2023,388439.68,404190.44
Mon May 15 2023,393802.77,408741.6
Thu Jun 15 2023,396590.04,410309.75
Sat Jul 15 2023,398685.3,411692.19
Tue Aug 15 2023,399156.25,410386.28
Fri Sep 15 2023,400473,410719.39
Sun Oct 15 2023,400184.66,410581.08
Wed Nov 15 2023,399656.04,410866.68
Fri Dec 15 2023,397743.39,409306.95
Mon Jan 15 2024,396830.32,406154.8
Thu Feb 15 2024,404942.24,411907.76
Fri Mar 15 2024,409065.48,413429.45
Mon Apr 15 2024,414553.51,417351.15
Wed May 15 2024,417571.45,419692.09
Sat Jun 15 2024,418417.25,420400.3
Mon Jul 15 2024,417840.57,419333.71
Thu Aug 15 2024,416552.66,417701.24
Sun Sep 15 2024,417927.07,418408.22
